Content_id,IMBD_id,IMDB_Rating,Meta_score,Director,Star1,Star2,awards_won,No_of_nomination,No_of_Votes, Gross ,SRC_DATE
C0890,I0890,7.6,72,Joseph Kosinski,Josh Brolin,Miles Teller,9,12,58371,"1,83,40,051",2025-05-09
C0891,I0891,7.6,81,Steven Spielberg,Tom Hanks,Mark Rylance,5,17,287659,"7,23,13,754",2025-01-06
C0892,I0892,7.6,80,Brad Bird,Craig T. Nelson,Holly Hunter,0,13,250057,"60,85,81,744",2025-03-04
C0893,I0893,7.6,81,Ron Clements,John Musker,Don Hall,5,14,272784,"24,87,57,044",2025-04-09
C0894,I0894,7.6,82,Denis Villeneuve,Emily Blunt,Josh Brolin,2,16,371291,"4,68,89,293",2025-06-01
C0895,I0895,7.6,82,Ryan Coogler,Michael B. Jordan,Sylvester Stallone,4,19,247666,"10,97,67,581",2025-05-13
C0896,I0896,7.6,92,Andrey Zvyagintsev,Aleksey Serebryakov,Elena Lyadova,6,21,49397,"10,92,800",2025-06-22
C0897,I0897,7.6,88,David Mackenzie,Chris Pine,Ben Foster,5,14,204175,"2,68,62,450",2025-06-09
C0898,I0898,7.6,77,Stephen Frears,Judi Dench,Steve Coogan,3,12,94212,"3,77,07,719",2025-04-02
C0899,I0899,7.6,79,Matt Reeves,Gary Oldman,Keri Russell,10,20,411599,"20,85,45,589",2025-03-20
C0900,I0900,7.6,49,Oriol Paulo,Jose Coronado,Hugo Silva,3,18,57549,"20,33,05,208",2025-02-20
C0901,I0901,7.6,73,Gareth Evans,Iko Uwais,Ananda George,3,7,190531,"41,05,123",2025-01-04
C0902,I0902,7.6,68,David Ayer,Jake Gyllenhaal,Michael Peña,1,11,228132,"4,10,03,371",2025-05-15
C0903,I0903,7.6,80,Hiromasa Yonebayashi,Amy Poehler,Mirai Shida,8,22,80939,"1,92,02,743",2025-06-10
C0904,I0904,7.6,88,Bradley Cooper,Lady Gaga,Bradley Cooper,4,15,334312,"21,52,88,866",2025-01-27
C0905,I0905,7.6,80,Ethan Coen,Joel Coen,Jeff Bridges,6,24,311822,"17,12,43,005",2025-06-14
C0906,I0906,7.6,65,Susanne Bier,Mikael Persbrandt,Trine Dyrholm,5,6,38491,"10,08,098",2025-03-15
C0907,I0907,7.6,72,Pierre Coffin,Chris Renaud,Steve Carell,7,25,500851,"25,15,13,985",2025-03-04
C0908,I0908,7.6,72,Jonathan Levine,Joseph Gordon-Levitt,Seth Rogen,1,21,315426,"3,50,14,192",2025-02-23
C0909,I0909,7.6,66,Matthew Vaughn,Aaron Taylor-Johnson,Nicolas Cage,5,17,524081,"4,80,71,303",2025-02-04
C0910,I0910,7.6,78,Daniel Monzón,Luis Tosar,Alberto Ammann,7,19,63882,"5,56,99,769",2025-02-01
C0911,I0911,7.6,87,Bennett Miller,Brad Pitt,Robin Wright,3,21,369529,"7,56,05,492",2025-05-10
C0912,I0912,7.6,70,Pedro Almodóvar,Antonio Banderas,Elena Anaya,2,20,138959,"31,85,812",2025-02-04
C0913,I0913,7.6,73,Ruben Fleischer,Jesse Eisenberg,Emma Stone,5,14,520041,"7,55,90,286",2025-01-20
C0914,I0914,7.6,86,Dennis Gansel,Jürgen Vogel,Frederick Lau,10,8,102742,"19,85,92,030",2025-02-16
C0915,I0915,7.6,57,Guy Ritchie,Robert Downey Jr.,Jude Law,2,11,583158,"20,90,28,679",2025-03-12
C0916,I0916,7.6,53,John Lee Hancock,Quinton Aaron,Sandra Bullock,2,11,293266,"25,59,59,475",2025-06-23
C0917,I0917,7.6,79,Tom McCarthy,Richard Jenkins,Haaz Sleiman,4,18,41544,"94,22,422",2025-06-09
C0918,I0918,7.6,36,Gabriele Muccino,Will Smith,Rosario Dawson,5,22,286770,"6,99,51,824",2025-03-04
C0919,I0919,7.6,82,David Cronenberg,Naomi Watts,Viggo Mortensen,10,7,227760,"1,71,14,882",2025-06-21
C0920,I0920,7.6,66,Matthew Vaughn,Charlie Cox,Claire Danes,4,7,255036,"3,86,34,938",2025-02-21
C0921,I0921,7.6,81,Tomm Moore,Nora Twomey,Evan McGuire,8,23,31779,"6,86,383",2025-03-03
C0922,I0922,7.6,76,Spike Lee,Denzel Washington,Clive Owen,0,12,339757,"8,85,13,495",2025-05-01
C0923,I0923,7.6,72,Ben Affleck,Morgan Freeman,Ed Harris,4,7,250590,"2,03,00,218",2025-02-21
C0924,I0924,7.6,66,Olivier Dahan,Marion Cotillard,Sylvie Testud,7,19,82781,"1,03,01,706",2025-03-28
C0925,I0925,7.6,70,Ronny Yu,Jet Li,Li Sun,3,17,72863,"2,46,33,730",2025-03-04
C0926,I0926,7.6,68,Neil Burger,Edward Norton,Jessica Biel,4,25,354728,"3,98,68,642",2025-02-13
C0927,I0927,7.6,52,Shane Meadows,Paddy Considine,Gary Stretch,4,18,49728,"6,013",2025-06-13
C0928,I0928,7.6,78,David Yates,Daniel Radcliffe,Emma Watson,7,23,474827,"30,19,59,197",2025-02-02
C0929,I0929,7.6,52,Zack Snyder,Gerard Butler,Lena Headey,0,5,732876,"21,06,14,939",2025-03-10
C0930,I0930,7.6,72,Woody Allen,Scarlett Johansson,Jonathan Rhys Meyers,6,8,206294,"2,30,89,926",2025-05-11
C0931,I0931,7.6,56,Zack Snyder,Jackie Earle Haley,Patrick Wilson,8,12,500799,"10,75,09,799",2025-03-02
C0932,I0932,7.6,62,Andrew Niccol,Nicolas Cage,Ethan Hawke,10,18,294140,"2,41,49,632",2025-06-21
C0933,I0933,7.6,46,James Wan,Cary Elwes,Leigh Whannell,7,24,379020,"5,60,00,369",2025-04-30
C0934,I0934,7.6,67,Charlie Kaufman,Philip Seymour Hoffman,Samantha Morton,3,11,83158,"30,81,925",2025-03-08
C0935,I0935,7.6,73,Gregg Araki,Brady Corbet,Joseph Gordon-Levitt,9,7,65939,"6,97,181",2025-03-14
C0936,I0936,7.6,45,Yann Samuell,Guillaume Canet,Marion Cotillard,1,25,67360,"5,48,707",2025-06-19
C0937,I0937,7.6,76,Jean-Pierre Jeunet,Audrey Tautou,Gaspard Ulliel,6,19,70925,"61,67,817",2025-03-20
C0938,I0938,7.6,81,Tom McCarthy,Peter Dinklage,Patricia Clarkson,9,20,67370,"57,39,376",2025-06-23
C0939,I0939,7.6,70,Alejandro G. Iñárritu,Sean Penn,Benicio Del Toro,6,19,224545,"1,62,90,476",2025-05-28
C0940,I0940,7.6,56,Chan-wook Park,Kang-ho Song,Shin Ha-kyun,3,6,62659,"45,289",2025-03-03
C0941,I0941,7.6,67,Marc Forster,Johnny Depp,Kate Winslet,8,21,198677,"5,16,80,613",2025-05-14
C0942,I0942,7.6,68,Spike Lee,Edward Norton,Barry Pepper,8,17,169708,"1,30,60,843",2025-01-08
C0943,I0943,7.6,30,Eric Bress,J. Mackye Gruber,Ashton Kutcher,8,17,451479,"5,79,38,693",2025-03-02
C0944,I0944,7.6,73,Danny Boyle,Cillian Murphy,Naomie Harris,3,20,376853,"4,50,64,915",2025-02-12
C0945,I0945,7.6,81,Kinji Fukasaku,Tatsuya Fujiwara,Aki Maeda,0,12,169091,"25,86,72,354",2025-01-30
C0946,I0946,7.6,76,Wes Anderson,Gene Hackman,Gwyneth Paltrow,3,9,266842,"5,23,64,010",2025-03-15
C0947,I0947,7.6,88,Alfonso Cuarón,Maribel Verdú,Gael García Bernal,1,19,115827,"1,36,22,333",2025-03-03
C0948,I0948,7.6,64,Chris Columbus,Daniel Radcliffe,Rupert Grint,10,7,658185,"31,75,75,550",2025-03-24
C0949,I0949,7.6,74,Alejandro Amenábar,Nicole Kidman,Christopher Eccleston,5,8,337651,"9,65,22,687",2025-01-01
C0950,I0950,7.6,52,Ted Demme,Johnny Depp,Penélope Cruz,10,23,240714,"5,29,90,775",2025-06-16
C0951,I0951,7.6,53,Jean-Jacques Annaud,Jude Law,Ed Harris,5,18,243729,"5,14,01,758",2025-01-21
C0952,I0952,7.6,80,Steven Spielberg,Tom Cruise,Colin Farrell,4,9,508417,"13,20,72,926",2025-04-02
C0953,I0953,7.6,74,Norman Jewison,Denzel Washington,Vicellous Shannon,4,6,91557,"5,06,68,906",2025-02-09
C0954,I0954,7.6,64,Mary Harron,Christian Bale,Justin Theroux,8,8,490062,"1,50,70,285",2025-01-11
C0955,I0955,7.6,77,Tom Tykwer,Franka Potente,Moritz Bleibtreu,8,12,188317,"72,67,585",2025-03-03
C0956,I0956,7.6,78,Terrence Malick,Jim Caviezel,Sean Penn,7,9,172710,"3,64,00,491",2025-06-20
C0957,I0957,7.6,71,Tony Bancroft,Barry Cook,Ming-Na Wen,0,13,256906,"12,06,20,254",2025-04-18
C0958,I0958,7.6,41,Terry Gilliam,Johnny Depp,Benicio Del Toro,8,23,259753,"1,06,80,275",2025-05-18
C0959,I0959,7.6,69,Michael Haneke,Susanne Lothar,Ulrich Mühe,2,7,65058,"32,31,62,580",2025-03-18
C0960,I0960,7.6,66,Alex Proyas,Rufus Sewell,Kiefer Sutherland,8,7,187927,"1,43,78,331",2025-05-15
C0961,I0961,7.6,49,Barry Levinson,Robert De Niro,Kevin Bacon,6,15,186734,"4,91,00,000",2025-06-10
C0962,I0962,7.6,52,David Lynch,Bill Pullman,Patricia Arquette,9,19,131101,"37,96,699",2025-04-25
C0963,I0963,7.6,84,Ang Lee,Emma Thompson,Kate Winslet,8,21,102598,"4,31,82,776",2025-01-04
C0964,I0964,7.6,58,John McTiernan,Bruce Willis,Jeremy Irons,2,6,364420,"10,00,12,499",2025-05-28
C0965,I0965,7.6,62,Jim Jarmusch,Johnny Depp,Gary Farmer,4,8,90442,"10,37,847",2025-02-04
C0966,I0966,7.6,69,Clint Eastwood,Clint Eastwood,Meryl Streep,1,10,73172,"7,15,16,617",2025-04-09
C0967,I0967,7.6,77,Ron Howard,Tom Hanks,Bill Paxton,3,24,269197,"17,38,37,933",2025-05-30
C0968,I0968,7.6,88,Krzysztof Kieslowski,Zbigniew Zamachowski,Julie Delpy,8,10,64390,"14,64,625",2025-06-03
C0969,I0969,7.6,56,Joel Schumacher,Michael Douglas,Robert Duvall,8,19,171640,"4,09,03,593",2025-06-08
C0970,I0970,7.6,78,Richard Linklater,Jason London,Wiley Wiggins,6,21,165465,"79,93,039",2025-05-04
C0971,I0971,7.6,68,Jonathan Lynn,Joe Pesci,Marisa Tomei,2,21,107325,"5,29,29,168",2025-01-28
C0972,I0972,7.6,90,Isao Takahata,Miki Imai,Toshirô Yanagiba,3,13,27071,"4,53,243",2025-06-17
C0973,I0973,7.6,66,Marc Caro,Jean-Pierre Jeunet,Marie-Laure Dougnac,9,12,80487,"17,94,187",2025-05-15
C0974,I0974,7.6,63,Chris Columbus,Macaulay Culkin,Joe Pesci,4,7,488817,"28,57,61,243",2025-01-04
C0975,I0975,7.6,60,Francis Ford Coppola,Al Pacino,Diane Keaton,10,18,359809,"6,66,66,062",2025-04-04
C0976,I0976,7.6,76,Rob Reiner,Billy Crystal,Meg Ryan,3,15,195663,"9,28,23,600",2025-04-12
C0977,I0977,7.6,88,Ron Clements,John Musker,Jodi Benson,2,25,237696,"11,15,43,479",2025-05-29
C0978,I0978,7.6,76,David Zucker,Leslie Nielsen,Priscilla Presley,2,20,152871,"7,87,56,177",2025-03-23
C0979,I0979,7.6,72,John Hughes,Steve Martin,John Candy,2,20,124773,"4,95,30,280",2025-04-21
C0980,I0980,7.6,68,Richard Donner,Mel Gibson,Danny Glover,2,22,236894,"6,52,07,127",2025-02-01
C0981,I0981,7.6,82,Joel Coen,Ethan Coen,John Getz,6,14,87745,"21,50,000",2025-01-14
C0982,I0982,7.6,68,Mark Rydell,Katharine Hepburn,Henry Fonda,6,15,27650,"11,92,85,432",2025-06-06
C0983,I0983,7.6,77,George Miller,Mel Gibson,Bruce Spence,0,9,166588,"1,24,65,371",2025-05-01
C0984,I0984,7.6,65,Walter Hill,Michael Beck,James Remar,8,12,93878,"2,24,90,039",2025-03-28
C0985,I0985,7.6,74,James Frawley,Jim Henson,Frank Oz,3,20,32802,"7,66,57,000",2025-02-24
C0986,I0986,7.6,76,Don Siegel,Clint Eastwood,Patrick McGoohan,4,25,121731,"4,30,00,000",2025-01-06
C0987,I0987,7.6,64,Martin Rosen,John Hubley,John Hurt,7,16,33656,"10,58,54,382",2025-05-15
C0988,I0988,7.6,59,Alan Parker,Brad Davis,Irene Miracle,9,10,73662,"3,50,00,000",2025-01-01
C0989,I0989,7.6,90,Steven Spielberg,Richard Dreyfuss,François Truffaut,8,9,184966,"13,20,88,635",2025-01-21
C0990,I0990,7.6,87,Robert Altman,Elliott Gould,Nina van Pallandt,4,23,26337,"9,59,000",2025-04-21
C0991,I0991,7.6,77,Sergio Leone,Rod Steiger,James Coburn,6,8,30144,"6,96,690",2025-04-26
C0992,I0992,7.6,50,Brian G. Hutton,Clint Eastwood,Telly Savalas,10,23,45338,"13,78,435",2025-06-02
C0993,I0993,7.6,65,Wolfgang Reitherman,Phil Harris,Sebastian Cabot,10,18,166409,"14,18,43,612",2025-04-13
C0994,I0994,7.6,82,Michelangelo Antonioni,David Hemmings,Vanessa Redgrave,1,6,56513,"11,58,46,613",2025-06-01
C0995,I0995,7.6,96,Richard Lester,John Lennon,Paul McCartney,7,21,40351,"1,37,80,024",2025-03-17
C0996,I0996,7.6,76,Blake Edwards,Audrey Hepburn,George Peppard,0,8,166544,"32,88,42,316",2025-06-24
C0997,I0997,7.6,84,George Stevens,Elizabeth Taylor,Rock Hudson,7,17,34075,"8,94,78,474",2025-05-10
C0998,I0998,7.6,85,Fred Zinnemann,Burt Lancaster,Montgomery Clift,9,20,43374,"3,05,00,000",2025-04-02
C0999,I0999,7.6,78,Alfred Hitchcock,Tallulah Bankhead,John Hodiak,9,23,26471,"20,66,35,276",2025-02-09
C1000,I1000,7.6,93,Alfred Hitchcock,Robert Donat,Madeleine Carroll,2,9,51853,"4,16,11,813",2025-01-01
